Datetime (UTC),Country,Zone Name,Zone Id,Carbon Intensity gCO₂eq/kWh (direct),Carbon Intensity gCO₂eq/kWh (LCA),Low Carbon Percentage,Renewable Percentage,Data Source,Data Estimated,Data Estimation Method
2023-12-07 13:00:00,Cyprus,Cyprus,CY,818.63,1040.44,11.59,11.59,tsoc.org.cy,false,
2023-12-07 14:00:00,Cyprus,Cyprus,CY,861.9,1093.57,6.92,6.92,tsoc.org.cy,false,
2023-12-07 15:00:00,Cyprus,Cyprus,CY,871.36,1104.91,5.9,5.9,tsoc.org.cy,false,
2023-12-07 16:00:00,Cyprus,Cyprus,CY,882.23,1118.4,4.72,4.72,tsoc.org.cy,false,
2023-12-07 17:00:00,Cyprus,Cyprus,CY,892.42,1131.13,3.62,3.62,tsoc.org.cy,false,
2023-12-07 18:00:00,Cyprus,Cyprus,CY,904.59,1146.49,2.31,2.31,tsoc.org.cy,false,
2023-12-07 19:00:00,Cyprus,Cyprus,CY,908.67,1151.88,1.87,1.87,tsoc.org.cy,false,
2023-12-07 20:00:00,Cyprus,Cyprus,CY,910.19,1153.85,1.7,1.7,tsoc.org.cy,false,
2023-12-07 21:00:00,Cyprus,Cyprus,CY,908.39,1152.12,1.9,1.9,tsoc.org.cy,false,
2023-12-07 22:00:00,Cyprus,Cyprus,CY,904.49,1148.17,2.32,2.32,tsoc.org.cy,false,
2023-12-07 23:00:00,Cyprus,Cyprus,CY,901.91,1145.55,2.6,2.6,tsoc.org.cy,false,
2023-12-08 00:00:00,Cyprus,Cyprus,CY,896.82,1139.48,3.15,3.15,tsoc.org.cy,false,
2023-12-08 01:00:00,Cyprus,Cyprus,CY,887.72,1128.25,4.13,4.13,tsoc.org.cy,false,
2023-12-08 02:00:00,Cyprus,Cyprus,CY,875.5,1112.89,5.45,5.45,tsoc.org.cy,false,
2023-12-08 03:00:00,Cyprus,Cyprus,CY,882.47,1121.13,4.7,4.7,tsoc.org.cy,false,
2023-12-08 04:00:00,Cyprus,Cyprus,CY,892.49,1132.75,3.61,3.61,tsoc.org.cy,false,
2023-12-08 05:00:00,Cyprus,Cyprus,CY,874.25,1109.42,5.58,5.58,tsoc.org.cy,false,
2023-12-08 06:00:00,Cyprus,Cyprus,CY,797.99,1014.58,13.82,13.82,tsoc.org.cy,false,
2023-12-08 07:00:00,Cyprus,Cyprus,CY,747.32,952.18,19.29,19.29,tsoc.org.cy,false,
2023-12-08 08:00:00,Cyprus,Cyprus,CY,634.81,813.03,31.44,31.44,tsoc.org.cy,false,
2023-12-08 09:00:00,Cyprus,Cyprus,CY,547.64,705.18,40.86,40.86,tsoc.org.cy,false,
2023-12-08 10:00:00,Cyprus,Cyprus,CY,630.74,807.85,31.88,31.88,tsoc.org.cy,false,
2023-12-08 11:00:00,Cyprus,Cyprus,CY,712.19,908.5,23.09,23.09,tsoc.org.cy,false,
2023-12-08 12:00:00,Cyprus,Cyprus,CY,822.98,1045.57,11.12,11.12,tsoc.org.cy,false,
2023-12-08 13:00:00,Cyprus,Cyprus,CY,887.34,1125.52,4.17,4.17,tsoc.org.cy,false,
2023-12-08 14:00:00,Cyprus,Cyprus,CY,895.58,1135.42,3.28,3.28,tsoc.org.cy,false,
2023-12-08 15:00:00,Cyprus,Cyprus,CY,872.21,1105.91,5.8,5.8,tsoc.org.cy,false,
2023-12-08 16:00:00,Cyprus,Cyprus,CY,875.77,1110.34,5.42,5.42,tsoc.org.cy,false,
2023-12-08 17:00:00,Cyprus,Cyprus,CY,904.86,1146.73,2.28,2.28,tsoc.org.cy,false,
2023-12-08 18:00:00,Cyprus,Cyprus,CY,910.15,1153.5,1.71,1.71,tsoc.org.cy,false,
2023-12-08 19:00:00,Cyprus,Cyprus,CY,908.44,1151.64,1.89,1.89,tsoc.org.cy,false,
2023-12-08 20:00:00,Cyprus,Cyprus,CY,906.55,1149.67,2.09,2.09,tsoc.org.cy,false,
2023-12-08 21:00:00,Cyprus,Cyprus,CY,906.28,1149.76,2.12,2.12,tsoc.org.cy,false,
2023-12-08 22:00:00,Cyprus,Cyprus,CY,898.88,1141.01,2.92,2.92,tsoc.org.cy,false,
2023-12-08 23:00:00,Cyprus,Cyprus,CY,873.05,1109.18,5.71,5.71,tsoc.org.cy,false,
2023-12-09 00:00:00,Cyprus,Cyprus,CY,860.28,1093.53,7.09,7.09,tsoc.org.cy,false,
2023-12-09 01:00:00,Cyprus,Cyprus,CY,852.29,1083.7,7.95,7.95,tsoc.org.cy,false,
2023-12-09 02:00:00,Cyprus,Cyprus,CY,807.81,1028.1,12.76,12.76,tsoc.org.cy,false,
2023-12-09 03:00:00,Cyprus,Cyprus,CY,787.21,1002.13,14.98,14.98,tsoc.org.cy,false,
2023-12-09 04:00:00,Cyprus,Cyprus,CY,791.27,1006.71,14.55,14.55,tsoc.org.cy,false,
2023-12-09 05:00:00,Cyprus,Cyprus,CY,798.27,1015.52,13.79,13.79,tsoc.org.cy,false,
2023-12-09 06:00:00,Cyprus,Cyprus,CY,606.13,777.86,34.54,34.54,tsoc.org.cy,false,
2023-12-09 07:00:00,Cyprus,Cyprus,CY,423.21,551.71,54.29,54.29,tsoc.org.cy,false,
2023-12-09 08:00:00,Cyprus,Cyprus,CY,399.22,521.81,56.88,56.88,tsoc.org.cy,false,
2023-12-09 09:00:00,Cyprus,Cyprus,CY,401.86,524.78,56.6,56.6,tsoc.org.cy,false,
2023-12-09 10:00:00,Cyprus,Cyprus,CY,414.59,540.3,55.23,55.23,tsoc.org.cy,false,
2023-12-09 11:00:00,Cyprus,Cyprus,CY,442.57,574.71,52.2,52.2,tsoc.org.cy,false,
2023-12-09 12:00:00,Cyprus,Cyprus,CY,552.38,710.37,40.34,40.34,tsoc.org.cy,false,
2023-12-09 13:00:00,Cyprus,Cyprus,CY,623.32,798.05,32.68,32.68,tsoc.org.cy,false,
2023-12-09 14:00:00,Cyprus,Cyprus,CY,783.72,996.48,15.36,15.36,tsoc.org.cy,false,
2023-12-09 15:00:00,Cyprus,Cyprus,CY,867.58,1100.44,6.3,6.3,tsoc.org.cy,false,
2023-12-09 16:00:00,Cyprus,Cyprus,CY,885.14,1122.27,4.41,4.41,tsoc.org.cy,false,
2023-12-09 17:00:00,Cyprus,Cyprus,CY,885.36,1122.59,4.38,4.38,tsoc.org.cy,false,
2023-12-09 18:00:00,Cyprus,Cyprus,CY,888.94,1127.22,4.0,4.0,tsoc.org.cy,false,
2023-12-09 19:00:00,Cyprus,Cyprus,CY,883.57,1120.7,4.58,4.58,tsoc.org.cy,false,
2023-12-09 20:00:00,Cyprus,Cyprus,CY,876.32,1111.9,5.36,5.36,tsoc.org.cy,false,
2023-12-09 21:00:00,Cyprus,Cyprus,CY,879.0,1115.64,5.07,5.07,tsoc.org.cy,false,
2023-12-09 22:00:00,Cyprus,Cyprus,CY,879.89,1117.23,4.97,4.97,tsoc.org.cy,false,
2023-12-09 23:00:00,Cyprus,Cyprus,CY,885.77,1125.04,4.34,4.34,tsoc.org.cy,false,
2023-12-10 00:00:00,Cyprus,Cyprus,CY,886.89,1126.78,4.22,4.22,tsoc.org.cy,false,
2023-12-10 01:00:00,Cyprus,Cyprus,CY,884.99,1124.58,4.42,4.42,tsoc.org.cy,false,
2023-12-10 02:00:00,Cyprus,Cyprus,CY,886.85,1126.91,4.22,4.22,tsoc.org.cy,false,
2023-12-10 03:00:00,Cyprus,Cyprus,CY,882.0,1120.67,4.75,4.75,tsoc.org.cy,false,
2023-12-10 04:00:00,Cyprus,Cyprus,CY,893.51,1134.75,3.5,3.5,tsoc.org.cy,false,
2023-12-10 05:00:00,Cyprus,Cyprus,CY,871.39,1107.23,5.89,5.89,tsoc.org.cy,false,
2023-12-10 06:00:00,Cyprus,Cyprus,CY,787.15,1002.66,14.99,14.99,tsoc.org.cy,false,
2023-12-10 07:00:00,Cyprus,Cyprus,CY,631.33,809.83,31.82,31.82,tsoc.org.cy,false,
2023-12-10 08:00:00,Cyprus,Cyprus,CY,655.31,839.27,29.23,29.23,tsoc.org.cy,false,
2023-12-10 09:00:00,Cyprus,Cyprus,CY,735.18,937.86,20.6,20.6,tsoc.org.cy,false,
2023-12-10 10:00:00,Cyprus,Cyprus,CY,685.95,877.05,25.92,25.92,tsoc.org.cy,false,
2023-12-10 11:00:00,Cyprus,Cyprus,CY,682.19,872.48,26.33,26.33,tsoc.org.cy,false,
2023-12-10 12:00:00,Cyprus,Cyprus,CY,664.74,850.94,28.21,28.21,tsoc.org.cy,false,
2023-12-10 13:00:00,Cyprus,Cyprus,CY,721.02,920.57,22.13,22.13,tsoc.org.cy,false,
2023-12-10 14:00:00,Cyprus,Cyprus,CY,877.28,1113.49,5.26,5.26,tsoc.org.cy,false,
2023-12-10 15:00:00,Cyprus,Cyprus,CY,899.11,1139.87,2.9,2.9,tsoc.org.cy,false,
2023-12-10 16:00:00,Cyprus,Cyprus,CY,890.71,1129.17,3.81,3.81,tsoc.org.cy,false,
2023-12-10 17:00:00,Cyprus,Cyprus,CY,885.06,1122.07,4.42,4.42,tsoc.org.cy,false,
2023-12-10 18:00:00,Cyprus,Cyprus,CY,890.94,1129.48,3.78,3.78,tsoc.org.cy,false,
2023-12-10 19:00:00,Cyprus,Cyprus,CY,879.43,1115.3,5.02,5.02,tsoc.org.cy,false,
2023-12-10 20:00:00,Cyprus,Cyprus,CY,870.61,1104.66,5.98,5.98,tsoc.org.cy,false,
2023-12-10 21:00:00,Cyprus,Cyprus,CY,843.51,1071.38,8.9,8.9,tsoc.org.cy,false,
2023-12-10 22:00:00,Cyprus,Cyprus,CY,821.81,1044.85,11.25,11.25,tsoc.org.cy,false,
2023-12-10 23:00:00,Cyprus,Cyprus,CY,778.95,991.88,15.88,15.88,tsoc.org.cy,false,
2023-12-11 00:00:00,Cyprus,Cyprus,CY,749.97,956.01,19.0,19.0,tsoc.org.cy,false,
2023-12-11 01:00:00,Cyprus,Cyprus,CY,758.01,966.18,18.14,18.14,tsoc.org.cy,false,
2023-12-11 02:00:00,Cyprus,Cyprus,CY,746.42,951.6,19.39,19.39,tsoc.org.cy,false,
2023-12-11 03:00:00,Cyprus,Cyprus,CY,731.38,932.27,21.01,21.01,tsoc.org.cy,false,
2023-12-11 04:00:00,Cyprus,Cyprus,CY,774.75,985.5,16.33,16.33,tsoc.org.cy,false,
2023-12-11 05:00:00,Cyprus,Cyprus,CY,755.25,960.74,18.44,18.44,tsoc.org.cy,false,
2023-12-11 06:00:00,Cyprus,Cyprus,CY,723.3,921.06,21.89,21.89,tsoc.org.cy,false,
2023-12-11 07:00:00,Cyprus,Cyprus,CY,758.48,965.64,18.09,18.09,tsoc.org.cy,false,
2023-12-11 08:00:00,Cyprus,Cyprus,CY,742.03,944.95,19.86,19.86,tsoc.org.cy,false,
2023-12-11 09:00:00,Cyprus,Cyprus,CY,769.5,979.47,16.9,16.9,tsoc.org.cy,false,
2023-12-11 10:00:00,Cyprus,Cyprus,CY,689.55,880.74,25.53,25.53,tsoc.org.cy,false,
2023-12-11 11:00:00,Cyprus,Cyprus,CY,569.57,732.61,38.49,38.49,tsoc.org.cy,false,
2023-12-11 12:00:00,Cyprus,Cyprus,CY,628.95,806.07,32.07,32.07,tsoc.org.cy,false,
2023-12-11 13:00:00,Cyprus,Cyprus,CY,720.06,918.7,22.24,22.24,tsoc.org.cy,false,
2023-12-11 14:00:00,Cyprus,Cyprus,CY,883.66,1120.94,4.57,4.57,tsoc.org.cy,false,
2023-12-11 15:00:00,Cyprus,Cyprus,CY,910.85,1154.16,1.63,1.63,tsoc.org.cy,false,
2023-12-11 16:00:00,Cyprus,Cyprus,CY,909.08,1151.8,1.82,1.82,tsoc.org.cy,false,
2023-12-11 17:00:00,Cyprus,Cyprus,CY,890.96,1129.12,3.78,3.78,tsoc.org.cy,false,
2023-12-11 18:00:00,Cyprus,Cyprus,CY,869.04,1101.84,6.15,6.15,tsoc.org.cy,false,
2023-12-11 19:00:00,Cyprus,Cyprus,CY,868.21,1101.05,6.24,6.24,tsoc.org.cy,false,
2023-12-11 20:00:00,Cyprus,Cyprus,CY,854.12,1083.86,7.76,7.76,tsoc.org.cy,false,
2023-12-11 21:00:00,Cyprus,Cyprus,CY,862.04,1094.33,6.9,6.9,tsoc.org.cy,false,
2023-12-11 22:00:00,Cyprus,Cyprus,CY,870.78,1105.88,5.96,5.96,tsoc.org.cy,false,
2023-12-11 23:00:00,Cyprus,Cyprus,CY,894.64,1136.26,3.38,3.38,tsoc.org.cy,false,
2023-12-12 00:00:00,Cyprus,Cyprus,CY,900.26,1143.59,2.77,2.77,tsoc.org.cy,false,
2023-12-12 01:00:00,Cyprus,Cyprus,CY,900.37,1143.83,2.76,2.76,tsoc.org.cy,false,
2023-12-12 02:00:00,Cyprus,Cyprus,CY,900.72,1144.2,2.72,2.72,tsoc.org.cy,false,
2023-12-12 03:00:00,Cyprus,Cyprus,CY,892.48,1133.44,3.62,3.62,tsoc.org.cy,false,
2023-12-12 04:00:00,Cyprus,Cyprus,CY,903.1,1145.77,2.47,2.47,tsoc.org.cy,false,
2023-12-12 05:00:00,Cyprus,Cyprus,CY,869.79,1104.12,6.06,6.06,tsoc.org.cy,false,
2023-12-12 06:00:00,Cyprus,Cyprus,CY,693.79,886.34,25.07,25.07,tsoc.org.cy,false,
2023-12-12 07:00:00,Cyprus,Cyprus,CY,554.5,714.23,40.12,40.12,tsoc.org.cy,false,
2023-12-12 08:00:00,Cyprus,Cyprus,CY,546.07,703.85,41.03,41.03,tsoc.org.cy,false,
2023-12-12 09:00:00,Cyprus,Cyprus,CY,559.01,719.9,39.63,39.63,tsoc.org.cy,false,
2023-12-12 10:00:00,Cyprus,Cyprus,CY,569.93,733.27,38.45,38.45,tsoc.org.cy,false,
2023-12-12 11:00:00,Cyprus,Cyprus,CY,592.82,761.54,35.98,35.98,tsoc.org.cy,false,
2023-12-12 12:00:00,Cyprus,Cyprus,CY,738.14,941.16,20.28,20.28,tsoc.org.cy,false,
2023-12-12 13:00:00,Cyprus,Cyprus,CY,848.51,1077.46,8.36,8.36,tsoc.org.cy,false,
2023-12-12 14:00:00,Cyprus,Cyprus,CY,904.61,1146.76,2.3,2.3,tsoc.org.cy,false,
2023-12-12 15:00:00,Cyprus,Cyprus,CY,912.69,1156.49,1.43,1.43,tsoc.org.cy,false,
2023-12-12 16:00:00,Cyprus,Cyprus,CY,913.1,1156.9,1.39,1.39,tsoc.org.cy,false,
2023-12-12 17:00:00,Cyprus,Cyprus,CY,913.16,1156.96,1.38,1.38,tsoc.org.cy,false,
2023-12-12 18:00:00,Cyprus,Cyprus,CY,910.72,1154.03,1.64,1.64,tsoc.org.cy,false,
2023-12-12 19:00:00,Cyprus,Cyprus,CY,902.28,1143.73,2.56,2.56,tsoc.org.cy,false,
2023-12-12 20:00:00,Cyprus,Cyprus,CY,879.61,1115.82,5.0,5.0,tsoc.org.cy,false,
2023-12-12 21:00:00,Cyprus,Cyprus,CY,829.12,1053.29,10.46,10.46,tsoc.org.cy,false,
2023-12-12 22:00:00,Cyprus,Cyprus,CY,811.0,1031.28,12.41,12.41,tsoc.org.cy,false,
2023-12-12 23:00:00,Cyprus,Cyprus,CY,755.83,962.85,18.37,18.37,tsoc.org.cy,false,
2023-12-13 00:00:00,Cyprus,Cyprus,CY,711.46,907.67,23.16,23.16,tsoc.org.cy,false,
2023-12-13 01:00:00,Cyprus,Cyprus,CY,711.29,907.62,23.18,23.18,tsoc.org.cy,false,
2023-12-13 02:00:00,Cyprus,Cyprus,CY,705.43,900.2,23.82,23.82,tsoc.org.cy,false,
2023-12-13 03:00:00,Cyprus,Cyprus,CY,722.03,920.47,22.02,22.02,tsoc.org.cy,false,
2023-12-13 04:00:00,Cyprus,Cyprus,CY,807.37,1026.18,12.81,12.81,tsoc.org.cy,false,
2023-12-13 05:00:00,Cyprus,Cyprus,CY,791.83,1006.84,14.48,14.48,tsoc.org.cy,false,
2023-12-13 06:00:00,Cyprus,Cyprus,CY,637.87,816.76,31.11,31.11,tsoc.org.cy,false,
2023-12-13 07:00:00,Cyprus,Cyprus,CY,500.66,647.51,45.93,45.93,tsoc.org.cy,false,
2023-12-13 08:00:00,Cyprus,Cyprus,CY,439.72,571.73,52.51,52.51,tsoc.org.cy,false,
2023-12-13 09:00:00,Cyprus,Cyprus,CY,440.06,572.17,52.47,52.47,tsoc.org.cy,false,
2023-12-13 10:00:00,Cyprus,Cyprus,CY,447.76,581.91,51.64,51.64,tsoc.org.cy,false,
2023-12-13 11:00:00,Cyprus,Cyprus,CY,458.19,594.85,50.52,50.52,tsoc.org.cy,false,
2023-12-13 12:00:00,Cyprus,Cyprus,CY,526.82,679.69,43.1,43.1,tsoc.org.cy,false,
2023-12-13 13:00:00,Cyprus,Cyprus,CY,655.35,838.59,29.22,29.22,tsoc.org.cy,false,
2023-12-13 14:00:00,Cyprus,Cyprus,CY,857.59,1088.66,7.38,7.38,tsoc.org.cy,false,
2023-12-13 15:00:00,Cyprus,Cyprus,CY,895.35,1134.99,3.3,3.3,tsoc.org.cy,false,
2023-12-13 16:00:00,Cyprus,Cyprus,CY,892.94,1131.81,3.57,3.57,tsoc.org.cy,false,
2023-12-13 17:00:00,Cyprus,Cyprus,CY,876.75,1111.55,5.31,5.31,tsoc.org.cy,false,
2023-12-13 18:00:00,Cyprus,Cyprus,CY,839.35,1064.9,9.35,9.35,tsoc.org.cy,false,
2023-12-13 19:00:00,Cyprus,Cyprus,CY,815.34,1035.1,11.95,11.95,tsoc.org.cy,false,
2023-12-13 20:00:00,Cyprus,Cyprus,CY,816.97,1037.87,11.77,11.77,tsoc.org.cy,false,
2023-12-13 21:00:00,Cyprus,Cyprus,CY,778.15,989.75,15.96,15.96,tsoc.org.cy,false,
2023-12-13 22:00:00,Cyprus,Cyprus,CY,815.76,1037.61,11.9,11.9,tsoc.org.cy,false,
2023-12-13 23:00:00,Cyprus,Cyprus,CY,825.55,1050.39,10.84,10.84,tsoc.org.cy,false,
2023-12-14 00:00:00,Cyprus,Cyprus,CY,820.25,1044.07,11.42,11.42,tsoc.org.cy,false,
2023-12-14 01:00:00,Cyprus,Cyprus,CY,843.23,1072.94,8.93,8.93,tsoc.org.cy,false,
2023-12-14 02:00:00,Cyprus,Cyprus,CY,842.38,1071.8,9.03,9.03,tsoc.org.cy,false,
2023-12-14 03:00:00,Cyprus,Cyprus,CY,861.98,1095.79,6.91,6.91,tsoc.org.cy,false,
2023-12-14 04:00:00,Cyprus,Cyprus,CY,886.2,1125.1,4.29,4.29,tsoc.org.cy,false,
2023-12-14 05:00:00,Cyprus,Cyprus,CY,856.94,1088.54,7.45,7.45,tsoc.org.cy,false,
2023-12-14 06:00:00,Cyprus,Cyprus,CY,676.73,865.62,26.92,26.92,tsoc.org.cy,false,
2023-12-14 07:00:00,Cyprus,Cyprus,CY,496.36,642.64,46.39,46.39,tsoc.org.cy,false,
2023-12-14 08:00:00,Cyprus,Cyprus,CY,445.05,579.3,51.94,51.94,tsoc.org.cy,false,
2023-12-14 09:00:00,Cyprus,Cyprus,CY,445.7,580.05,51.87,51.87,tsoc.org.cy,false,
2023-12-14 10:00:00,Cyprus,Cyprus,CY,445.67,580.01,51.87,51.87,tsoc.org.cy,false,
2023-12-14 11:00:00,Cyprus,Cyprus,CY,461.21,599.19,50.19,50.19,tsoc.org.cy,false,
2023-12-14 12:00:00,Cyprus,Cyprus,CY,537.52,693.53,41.95,41.95,tsoc.org.cy,false,
2023-12-14 13:00:00,Cyprus,Cyprus,CY,705.91,901.61,23.76,23.76,tsoc.org.cy,false,
2023-12-14 14:00:00,Cyprus,Cyprus,CY,875.65,1111.34,5.43,5.43,tsoc.org.cy,false,
2023-12-14 15:00:00,Cyprus,Cyprus,CY,902.01,1143.61,2.59,2.59,tsoc.org.cy,false,
2023-12-14 16:00:00,Cyprus,Cyprus,CY,906.63,1149.24,2.09,2.09,tsoc.org.cy,false,
2023-12-14 17:00:00,Cyprus,Cyprus,CY,908.3,1151.33,1.91,1.91,tsoc.org.cy,false,
2023-12-14 18:00:00,Cyprus,Cyprus,CY,909.83,1153.35,1.74,1.74,tsoc.org.cy,false,
2023-12-14 19:00:00,Cyprus,Cyprus,CY,908.41,1151.81,1.89,1.89,tsoc.org.cy,false,
2023-12-14 20:00:00,Cyprus,Cyprus,CY,908.08,1151.81,1.93,1.93,tsoc.org.cy,false,
2023-12-14 21:00:00,Cyprus,Cyprus,CY,905.11,1148.57,2.25,2.25,tsoc.org.cy,false,
2023-12-14 22:00:00,Cyprus,Cyprus,CY,901.95,1145.35,2.59,2.59,tsoc.org.cy,false,
2023-12-14 23:00:00,Cyprus,Cyprus,CY,901.87,1145.51,2.6,2.6,tsoc.org.cy,false,
2023-12-15 00:00:00,Cyprus,Cyprus,CY,901.68,1145.31,2.62,2.62,tsoc.org.cy,false,
2023-12-15 01:00:00,Cyprus,Cyprus,CY,901.08,1144.7,2.69,2.69,tsoc.org.cy,false,
2023-12-15 02:00:00,Cyprus,Cyprus,CY,901.26,1144.88,2.67,2.67,tsoc.org.cy,false,
2023-12-15 03:00:00,Cyprus,Cyprus,CY,902.8,1146.45,2.5,2.5,tsoc.org.cy,false,
2023-12-15 04:00:00,Cyprus,Cyprus,CY,907.01,1150.73,2.04,2.04,tsoc.org.cy,false,
2023-12-15 05:00:00,Cyprus,Cyprus,CY,864.33,1097.5,6.65,6.65,tsoc.org.cy,false,
2023-12-15 06:00:00,Cyprus,Cyprus,CY,686.6,877.62,25.85,25.85,tsoc.org.cy,false,
2023-12-15 07:00:00,Cyprus,Cyprus,CY,554.32,714.11,40.13,40.13,tsoc.org.cy,false,
2023-12-15 08:00:00,Cyprus,Cyprus,CY,477.87,619.69,48.39,48.39,tsoc.org.cy,false,
2023-12-15 09:00:00,Cyprus,Cyprus,CY,454.62,590.88,50.9,50.9,tsoc.org.cy,false,
2023-12-15 10:00:00,Cyprus,Cyprus,CY,470.3,610.3,49.21,49.21,tsoc.org.cy,false,
2023-12-15 11:00:00,Cyprus,Cyprus,CY,551.51,710.76,40.44,40.44,tsoc.org.cy,false,
2023-12-15 12:00:00,Cyprus,Cyprus,CY,663.6,849.3,28.33,28.33,tsoc.org.cy,false,
2023-12-15 13:00:00,Cyprus,Cyprus,CY,806.0,1025.29,12.95,12.95,tsoc.org.cy,false,
2023-12-15 14:00:00,Cyprus,Cyprus,CY,889.72,1128.55,3.91,3.91,tsoc.org.cy,false,
2023-12-15 15:00:00,Cyprus,Cyprus,CY,907.02,1149.59,2.04,2.04,tsoc.org.cy,false,
2023-12-15 16:00:00,Cyprus,Cyprus,CY,902.99,1144.47,2.48,2.48,tsoc.org.cy,false,
2023-12-15 17:00:00,Cyprus,Cyprus,CY,900.0,1140.76,2.8,2.8,tsoc.org.cy,false,
2023-12-15 18:00:00,Cyprus,Cyprus,CY,890.28,1128.75,3.85,3.85,tsoc.org.cy,false,
2023-12-15 19:00:00,Cyprus,Cyprus,CY,873.48,1107.99,5.67,5.67,tsoc.org.cy,false,
2023-12-15 20:00:00,Cyprus,Cyprus,CY,860.14,1091.69,7.11,7.11,tsoc.org.cy,false,
2023-12-15 21:00:00,Cyprus,Cyprus,CY,842.37,1069.89,9.03,9.03,tsoc.org.cy,false,
2023-12-15 22:00:00,Cyprus,Cyprus,CY,830.23,1055.2,10.34,10.34,tsoc.org.cy,false,
2023-12-15 23:00:00,Cyprus,Cyprus,CY,830.51,1056.0,10.31,10.31,tsoc.org.cy,false,
2023-12-16 00:00:00,Cyprus,Cyprus,CY,836.96,1064.37,9.61,9.61,tsoc.org.cy,false,
2023-12-16 01:00:00,Cyprus,Cyprus,CY,828.58,1054.07,10.52,10.52,tsoc.org.cy,false,
2023-12-16 02:00:00,Cyprus,Cyprus,CY,813.54,1035.29,12.14,12.14,tsoc.org.cy,false,
2023-12-16 03:00:00,Cyprus,Cyprus,CY,814.62,1036.42,12.02,12.02,tsoc.org.cy,false,
2023-12-16 04:00:00,Cyprus,Cyprus,CY,800.84,1018.75,13.51,13.51,tsoc.org.cy,false,
2023-12-16 05:00:00,Cyprus,Cyprus,CY,790.35,1005.31,14.64,14.64,tsoc.org.cy,false,
2023-12-16 06:00:00,Cyprus,Cyprus,CY,680.5,869.73,26.51,26.51,tsoc.org.cy,false,
2023-12-16 07:00:00,Cyprus,Cyprus,CY,522.23,674.19,43.6,43.6,tsoc.org.cy,false,
2023-12-16 08:00:00,Cyprus,Cyprus,CY,426.87,556.25,53.9,53.9,tsoc.org.cy,false,
2023-12-16 09:00:00,Cyprus,Cyprus,CY,413.9,540.14,55.3,55.3,tsoc.org.cy,false,
2023-12-16 10:00:00,Cyprus,Cyprus,CY,406.88,531.27,56.06,56.06,tsoc.org.cy,false,
2023-12-16 11:00:00,Cyprus,Cyprus,CY,426.33,555.31,53.96,53.96,tsoc.org.cy,false,
2023-12-16 12:00:00,Cyprus,Cyprus,CY,461.66,598.93,50.14,50.14,tsoc.org.cy,false,
2023-12-16 13:00:00,Cyprus,Cyprus,CY,636.95,815.8,31.21,31.21,tsoc.org.cy,false,
2023-12-16 14:00:00,Cyprus,Cyprus,CY,839.71,1066.66,9.31,9.31,tsoc.org.cy,false,
2023-12-16 15:00:00,Cyprus,Cyprus,CY,875.96,1111.08,5.4,5.4,tsoc.org.cy,false,
2023-12-16 16:00:00,Cyprus,Cyprus,CY,892.27,1131.33,3.64,3.64,tsoc.org.cy,false,
2023-12-16 17:00:00,Cyprus,Cyprus,CY,903.16,1144.97,2.46,2.46,tsoc.org.cy,false,
2023-12-16 18:00:00,Cyprus,Cyprus,CY,908.93,1152.31,1.84,1.84,tsoc.org.cy,false,
2023-12-16 19:00:00,Cyprus,Cyprus,CY,909.65,1153.4,1.76,1.76,tsoc.org.cy,false,
2023-12-16 20:00:00,Cyprus,Cyprus,CY,907.58,1151.1,1.98,1.98,tsoc.org.cy,false,
2023-12-16 21:00:00,Cyprus,Cyprus,CY,906.37,1149.96,2.11,2.11,tsoc.org.cy,false,
2023-12-16 22:00:00,Cyprus,Cyprus,CY,904.74,1148.42,2.29,2.29,tsoc.org.cy,false,
2023-12-16 23:00:00,Cyprus,Cyprus,CY,902.97,1146.63,2.48,2.48,tsoc.org.cy,false,
2023-12-17 00:00:00,Cyprus,Cyprus,CY,901.01,1144.49,2.69,2.69,tsoc.org.cy,false,
2023-12-17 01:00:00,Cyprus,Cyprus,CY,899.6,1142.91,2.85,2.85,tsoc.org.cy,false,
2023-12-17 02:00:00,Cyprus,Cyprus,CY,887.42,1127.72,4.16,4.16,tsoc.org.cy,false,
2023-12-17 03:00:00,Cyprus,Cyprus,CY,869.11,1104.65,6.14,6.14,tsoc.org.cy,false,
2023-12-17 04:00:00,Cyprus,Cyprus,CY,857.79,1090.18,7.36,7.36,tsoc.org.cy,false,
2023-12-17 05:00:00,Cyprus,Cyprus,CY,832.43,1058.75,10.1,10.1,tsoc.org.cy,false,
2023-12-17 06:00:00,Cyprus,Cyprus,CY,663.69,850.05,28.32,28.32,tsoc.org.cy,false,
2023-12-17 07:00:00,Cyprus,Cyprus,CY,540.22,697.34,41.66,41.66,tsoc.org.cy,false,
2023-12-17 08:00:00,Cyprus,Cyprus,CY,398.37,521.77,56.98,56.98,tsoc.org.cy,false,
2023-12-17 09:00:00,Cyprus,Cyprus,CY,398.15,521.26,57.0,57.0,tsoc.org.cy,false,
2023-12-17 10:00:00,Cyprus,Cyprus,CY,400.75,524.34,56.72,56.72,tsoc.org.cy,false,
2023-12-17 11:00:00,Cyprus,Cyprus,CY,411.74,537.93,55.53,55.53,tsoc.org.cy,false,
2023-12-17 12:00:00,Cyprus,Cyprus,CY,447.45,582.06,51.68,51.68,tsoc.org.cy,false,
